Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Departure_Hour
SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841,April,Saturday,14
Air India,2019-06-24,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 25 Jun,16h 5m,1 stop,No info,7480,June,Monday,17
Air India,2019-05-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 07 May,23h 10m,2 stops,No info,10676,May,Monday,12
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,April,Sunday,6
IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,09:10,15:30,6h 20m,1 stop,No info,9709,March,Thursday,9
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 28 Jun,15h 30m,1 stop,No info,7198,June,Thursday,10
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,No info,14848,June,Thursday,7
SpiceJet,2019-05-12,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,May,Sunday,5
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00,18:25,10h 25m,1 stop,In-flight meal not included,9134,March,Friday,8
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 22 May,12h 40m,1 stop,No info,7485,May,Tuesday,12
IndiGo,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442,June,Wednesday,7
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,June,Monday,11
Air India,2019-06-09,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 10 Jun,23h 40m,2 stops,No info,11185,June,Sunday,9
IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,3175,March,Friday,12
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No info,8452,May,Tuesday,7
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 16 Jun,16h 50m,1 stop,In-flight meal not included,10262,June,Saturday,19
Air India,2019-05-21,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228,May,Tuesday,21
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 10 May,18h,1 stop,In-flight meal not included,9314,May,Thursday,20
Jet Airways,2019-06-01,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,June,Saturday,11
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 13 May,17h 55m,1 stop,No info,14151,May,Sunday,17
SpiceJet,2019-05-24,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,3625,May,Friday,9
Air India,2019-03-03,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15 04 Mar,38h 15m,2 stops,No info,10283,March,Sunday,5
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262,June,Saturday,2
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844,May,Tuesday,8
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,In-flight meal not included,12384,May,Wednesday,17
Jet Airways,2019-04-09,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 10 Apr,13h 45m,1 stop,No info,11822,April,Tuesday,22
Vistara,2019-03-09,Banglore,New Delhi,BLR → AMD → DEL,06:40,10:25 13 Mar,27h 45m,1 stop,No info,10008,March,Saturday,6
IndiGo,2019-05-18,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,7640,May,Saturday,16
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,14781,May,Wednesday,14
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,No info,4377,March,Sunday,9
IndiGo,2019-06-15,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5298,June,Saturday,6
IndiGo,2019-03-24,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,1h 30m,non-stop,No info,2227,March,Sunday,20
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No info,10407,May,Monday,7
Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 28 Jun,15h 10m,2 stops,In-flight meal not included,11507,June,Thursday,21
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 10 Jun,5h 5m,1 stop,No info,5458,June,Sunday,20
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,23:30,02:20 13 Jun,2h 50m,non-stop,No info,3943,June,Wednesday,23
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,No info,18550,March,Sunday,11
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 10 Jun,14h 25m,1 stop,No info,9397,June,Sunday,20
SpiceJet,2019-05-21,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841,May,Tuesday,6
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229,April,Saturday,7
IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,June,Tuesday,18
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,18:55,20:45 10 Jun,25h 50m,1 stop,In-flight meal not included,10844,June,Sunday,18
Air India,2019-05-09,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,7174,May,Thursday,6
IndiGo,2019-03-03,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,6985,March,Sunday,15
Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,19:45 28 Mar,38h 20m,2 stops,No info,11664,March,Wednesday,5
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,8073,May,Wednesday,7
Air India,2019-06-12,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25 13 Jun,16h 10m,2 stops,No info,9417,June,Wednesday,17
Air India,2019-06-27,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,8372,June,Thursday,8
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,14408,March,Saturday,6
Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,May,Friday,19
IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,5694,March,Thursday,13
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 13 May,7h 30m,1 stop,In-flight meal not included,8586,May,Sunday,21
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,22:50,08:15 16 Mar,9h 25m,1 stop,In-flight meal not included,11087,March,Monday,22
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,April,Saturday,16
SpiceJet,2019-06-03,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583,June,Monday,6
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,18:50 22 Mar,24h 25m,2 stops,No info,11869,March,Thursday,18
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,June,Monday,16
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,12373,May,Thursday,7
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,In-flight meal not included,7268,June,Monday,10
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,16:55,11:25 07 Mar,18h 30m,1 stop,No info,17261,March,Wednesday,16
IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,3384,March,Wednesday,13
SpiceJet,2019-03-27,Kolkata,Banglore,CCU → BLR,09:00,11:30,2h 30m,non-stop,No info,3847,March,Wednesday,9
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6093,June,Monday,10
Air India,2019-06-27,Delhi,Cochin,DEL → HYD → BOM → COK,13:15,07:40 28 Jun,18h 25m,2 stops,No info,13547,June,Thursday,13
Air Asia,2019-06-06,Banglore,Delhi,BLR → DEL,23:55,02:45 07 Jun,2h 50m,non-stop,No info,7120,June,Thursday,23
Jet Airways Business,2019-03-03,Delhi,Cochin,DEL → ATQ → BOM → COK,20:05,04:25 04 Mar,8h 20m,2 stops,No info,46490,March,Sunday,20
Jet Airways,2019-05-27,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 28 May,27h,2 stops,In-flight meal not included,12872,May,Monday,9
IndiGo,2019-05-15,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226,May,Wednesday,19
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 25 May,14h 25m,1 stop,In-flight meal not included,10844,May,Friday,18
Vistara,2019-06-09,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668,June,Sunday,11
Multiple carriers,2019-03-01,Delhi,Cochin,DEL → BOM → COK,00:20,13:20,13h,1 stop,No info,29528,March,Friday,0
SpiceJet,2019-03-12,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,6300,March,Tuesday,17
Jet Airways,2019-06-09,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,04:25 10 Jun,16h 40m,2 stops,No info,13882,June,Sunday,11
Vistara,2019-05-24,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668,May,Friday,7
IndiGo,2019-04-01,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4174,April,Monday,17
IndiGo,2019-05-15,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,May,Wednesday,12
IndiGo,2019-05-21,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,May,Tuesday,12
Vistara,2019-05-12,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668,May,Sunday,9
IndiGo,2019-06-12,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804,June,Wednesday,15
Air India,2019-06-09,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,07:40 10 Jun,26h 40m,2 stops,No info,10756,June,Sunday,5
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,18:00,01:30 02 Jun,7h 30m,1 stop,No info,7933,June,Saturday,18
SpiceJet,2019-05-09,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,May,Thursday,9
Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 22 May,18h 45m,2 stops,In-flight meal not included,13029,May,Tuesday,9
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 10 Jun,20h 15m,1 stop,No info,13731,June,Sunday,8
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,21:25,00:05 28 Jun,2h 40m,non-stop,No info,4804,June,Thursday,21
IndiGo,2019-03-09,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4148,March,Saturday,9
IndiGo,2019-04-01,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5164,April,Monday,2
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1 stop,No info,12192,June,Thursday,7
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,15078,March,Wednesday,9
IndiGo,2019-04-06,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:30,5h 15m,1 stop,No info,4268,April,Saturday,15
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769,June,Monday,11
Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,08:55,18:25,9h 30m,1 stop,No info,26890,March,Friday,8
SpiceJet,2019-03-15,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No check-in baggage included,3815,March,Friday,17
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 25 May,19h 15m,1 stop,In-flight meal not included,9663,May,Friday,14
IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823,April,Wednesday,18
IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:30,13:20,5h 50m,1 stop,No info,13628,March,Wednesday,7
GoAir,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,23:30,07:45 07 May,8h 15m,1 stop,No info,7451,May,Monday,23
Jet Airways,2019-04-01,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229,April,Monday,7
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 04 Jun,26h 55m,2 stops,In-flight meal not included,10368,June,Monday,9
IndiGo,2019-06-01,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858,June,Saturday,11
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 22 May,12h 55m,1 stop,In-flight meal not included,8586,May,Tuesday,21
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,05:45,19:50,14h 5m,1 stop,No info,14781,May,Saturday,5
Air India,2019-05-15,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 16 May,14h 25m,2 stops,No info,13039,May,Wednesday,17
Vistara,2019-06-21,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5613,June,Friday,21
GoAir,2019-03-09,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,non-stop,No info,7305,March,Saturday,11
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 25 Jun,10h 10m,1 stop,In-flight meal not included,10262,June,Monday,18
Air India,2019-03-01,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,non-stop,No info,15385,March,Friday,19
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:55,16:20 25 Mar,23h 25m,1 stop,In-flight meal not included,11134,March,Sunday,16
Jet Airways,2019-04-12,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,7229,April,Friday,18
SpiceJet,2019-03-03,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,non-stop,No info,6860,March,Sunday,20
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 Mar,8h 40m,1 stop,No info,15554,March,Saturday,19
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,8066,April,Monday,9
IndiGo,2019-06-03,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6493,June,Monday,15
Air India,2019-03-15,Banglore,New Delhi,BLR → HYD → VGA → DEL,17:00,22:55 16 Mar,29h 55m,2 stops,No info,8534,March,Friday,17
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,June,Thursday,5
Vistara,2019-03-06,Mumbai,Hyderabad,BOM → DEL → HYD,14:40,09:25 07 Mar,18h 45m,1 stop,No info,12395,March,Wednesday,14
Air India,2019-06-03,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 04 Jun,30h 20m,2 stops,No info,12436,June,Monday,12
IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6938,June,Sunday,14
Air India,2019-04-03,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460,April,Wednesday,20
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,6461,March,Sunday,17
GoAir,2019-06-12,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No info,7870,June,Wednesday,14
Vistara,2019-03-06,Mumbai,Hyderabad,BOM → DEL → HYD,11:55,22:55,11h,1 stop,No info,12395,March,Wednesday,11
Air India,2019-06-27,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,8372,June,Thursday,9
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05,18:15 13 Jun,28h 10m,1 stop,In-flight meal not included,8529,June,Wednesday,14
Air Asia,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,6857,June,Sunday,6
Vistara,2019-05-01,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668,May,Wednesday,11
Air India,2019-05-03,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100,May,Friday,21
SpiceJet,2019-04-27,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No info,4991,April,Saturday,9
IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804,May,Monday,15
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:40,12h 15m,1 stop,In-flight meal not included,11134,March,Sunday,8
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,17:00,01:35 22 Mar,8h 35m,1 stop,No info,7363,March,Thursday,17
IndiGo,2019-04-01,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227,April,Monday,20
Jet Airways,2019-05-21,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 22 May,27h,2 stops,No info,13559,May,Tuesday,9
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12h 45m,1 stop,No info,9646,June,Sunday,9
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6526,May,Monday,7
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,No info,8040,June,Monday,8
Jet Airways,2019-05-01,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 02 May,26h 55m,2 stops,No info,15129,May,Wednesday,9
IndiGo,2019-04-21,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636,April,Sunday,2
Jet Airways,2019-06-15,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,No info,5678,June,Saturday,2
Air India,2019-03-01,Banglore,New Delhi,BLR → GAU → DEL,13:50,18:40 02 Mar,28h 50m,1 stop,No info,17198,March,Friday,13
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,08:00,19:45,11h 45m,1 stop,No info,16287,March,Saturday,8
IndiGo,2019-03-09,Delhi,Cochin,DEL → LKO → COK,05:35,10:10,4h 35m,1 stop,No info,9476,March,Saturday,5
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25 10 Jun,20h,2 stops,No info,13007,June,Sunday,9
IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,7514,May,Monday,7
IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,5618,March,Wednesday,15
SpiceJet,2019-05-06,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3911,May,Monday,8
IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823,May,Saturday,20
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 Jun,28h 20m,2 stops,No info,11752,June,Sunday,9
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 10 Jun,16h,1 stop,No info,14571,June,Sunday,20
Air India,2019-06-09,Delhi,Cochin,DEL → BOM → COK,20:00,19:15 10 Jun,23h 15m,1 stop,No info,8372,June,Sunday,20
SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3971,April,Wednesday,5
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 13 Jun,5h 35m,1 stop,In-flight meal not included,10262,June,Wednesday,22
IndiGo,2019-05-06,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,May,Monday,13
Air India,2019-06-09,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 10 Jun,30h 20m,2 stops,No info,12436,June,Sunday,12
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,14714,June,Thursday,13
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 22 May,16h 50m,1 stop,In-flight meal not included,12898,May,Tuesday,19
SpiceJet,2019-03-24,Kolkata,Banglore,CCU → IXB → BLR,11:15,18:15,7h,1 stop,No info,12287,March,Sunday,11
IndiGo,2019-05-21,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 22 May,5h 45m,1 stop,No info,7189,May,Tuesday,21
Air India,2019-05-21,Banglore,Delhi,BLR → DEL,17:00,19:50,2h 50m,non-stop,No info,6961,May,Tuesday,17
Air India,2019-03-24,Kolkata,Banglore,CCU → IXB → DEL → BLR,13:55,23:15 25 Mar,33h 20m,2 stops,No info,15292,March,Sunday,13
Jet Airways,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,June,Saturday,5
Jet Airways,2019-06-06,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 07 Jun,21h 35m,2 stops,No info,13292,June,Thursday,21
Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,06:10,23:00,16h 50m,1 stop,No info,9064,March,Saturday,6
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 19 May,12h 10m,1 stop,No info,14388,May,Saturday,21
SpiceJet,2019-06-12,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,4423,June,Wednesday,5
Air India,2019-05-01,Delhi,Cochin,DEL → HYD → MAA → COK,17:15,09:25 02 May,16h 10m,2 stops,No info,8839,May,Wednesday,17
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1 stop,No info,9870,May,Friday,17
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 16 May,6h 30m,1 stop,No info,7670,May,Wednesday,19
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 10 May,14h 30m,1 stop,In-flight meal not included,8066,May,Thursday,20
Air India,2019-03-06,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,05:05,16:55,11h 50m,2 stops,No info,16697,March,Wednesday,5
IndiGo,2019-06-12,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 13 Jun,10h 30m,1 stop,No info,5684,June,Wednesday,15
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,7h 35m,1 stop,No info,11200,June,Saturday,11
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,20:40 25 Mar,23h 30m,1 stop,No info,13759,March,Sunday,21
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,5694,March,Sunday,13
Vistara,2019-03-01,Banglore,New Delhi,BLR → AMD → DEL,06:40,10:25 02 Mar,27h 45m,1 stop,No info,12371,March,Friday,6
IndiGo,2019-04-09,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 10 Apr,9h 30m,1 stop,No info,6573,April,Tuesday,16
GoAir,2019-03-06,Delhi,Cochin,DEL → AMD → COK,06:00,13:20,7h 20m,1 stop,No info,6393,March,Wednesday,6
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5224,June,Thursday,11
Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,5198,May,Thursday,17
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 22 May,7h 30m,1 stop,No info,13941,May,Tuesday,21
SpiceJet,2019-03-15,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No info,6300,March,Friday,9
Jet Airways,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 25 Jun,27h,2 stops,No info,12609,June,Monday,9
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,13587,June,Monday,9
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13587,June,Monday,13
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,10:00,12:35 28 Jun,26h 35m,1 stop,In-flight meal not included,10262,June,Thursday,10
Air India,2019-03-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,16439,March,Wednesday,10
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,No info,14781,May,Tuesday,14
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 04 Jun,16h 50m,1 stop,In-flight meal not included,10262,June,Monday,19
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,18:15 25 May,28h 10m,1 stop,In-flight meal not included,10844,May,Friday,14
IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823,June,Saturday,18
Air India,2019-04-09,Banglore,Delhi,BLR → DEL,17:00,19:50,2h 50m,non-stop,No info,5911,April,Tuesday,17
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 25 Jun,12h 30m,1 stop,No info,13377,June,Monday,13
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,07:10,22:20,15h 10m,1 stop,No info,6145,March,Wednesday,7
